CODICESCUOLA,DENOMINAZIONESCUOLA,DESCRIZIONECOMUNE,PROVINCIA,REGIONE,CLASSE_KEY,COMBINAZIONE_NORM,CLASSE_DISPLAY,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO
PZMM89601P,"I GRADO - ""D. SAVIO"" PZ",POTENZA,POTENZA,BASILICATA,3A,SEDE TEMPO NORMALE,3A - SEDE TEMPO NORMALE,SCUOLA PRIMO GRADO,PZIC89600N,"I.C. ""D. SAVIO"" POTENZA"
PZMM89601P,"I GRADO - ""D. SAVIO"" PZ",POTENZA,POTENZA,BASILICATA,3B,SEDE TEMPO NORMALE,3B - SEDE TEMPO NORMALE,SCUOLA PRIMO GRADO,PZIC89600N,"I.C. ""D. SAVIO"" POTENZA"
PZMM89601P,"I GRADO - ""D. SAVIO"" PZ",POTENZA,POTENZA,BASILICATA,3C,SEDE TEMPO NORMALE,3C - SEDE TEMPO NORMALE,SCUOLA PRIMO GRADO,PZIC89600N,"I.C. ""D. SAVIO"" POTENZA"
PZMM89601P,"I GRADO - ""D. SAVIO"" PZ",POTENZA,POTENZA,BASILICATA,3D,SEDE TEMPO NORMALE,3D - SEDE TEMPO NORMALE,SCUOLA PRIMO GRADO,PZIC89600N,"I.C. ""D. SAVIO"" POTENZA"
PZMM89601P,"I GRADO - ""D. SAVIO"" PZ",POTENZA,POTENZA,BASILICATA,3E,SEDE TEMPO NORMALE,3E - SEDE TEMPO NORMALE,SCUOLA PRIMO GRADO,PZIC89600N,"I.C. ""D. SAVIO"" POTENZA"
PZMM89601P,"I GRADO - ""D. SAVIO"" PZ",POTENZA,POTENZA,BASILICATA,3F,SEDE TEMPO NORMALE,3F - SEDE TEMPO NORMALE,SCUOLA PRIMO GRADO,PZIC89600N,"I.C. ""D. SAVIO"" POTENZA"
PZPC00202B,"L.C. ""G. FORTUNATO""",RIONERO IN VULTURE,POTENZA,BASILICATA,1D,LICEO CLASSICO,1D - LICEO CLASSICO,LICEO CLASSICO,PZIS002003,"I.I.S. ""G. FORTUNATO"" RIONERO IN V."
PZPC00202B,"L.C. ""G. FORTUNATO""",RIONERO IN VULTURE,POTENZA,BASILICATA,2D,LICEO CLASSICO,2D - LICEO CLASSICO,LICEO CLASSICO,PZIS002003,"I.I.S. ""G. FORTUNATO"" RIONERO IN V."
PZPC00202B,"L.C. ""G. FORTUNATO""",RIONERO IN VULTURE,POTENZA,BASILICATA,3D,LICEO CLASSICO,3D - LICEO CLASSICO,LICEO CLASSICO,PZIS002003,"I.I.S. ""G. FORTUNATO"" RIONERO IN V."
PZPC00202B,"L.C. ""G. FORTUNATO""",RIONERO IN VULTURE,POTENZA,BASILICATA,4D,LICEO CLASSICO,4D - LICEO CLASSICO,LICEO CLASSICO,PZIS002003,"I.I.S. ""G. FORTUNATO"" RIONERO IN V."
PZPC00202B,"L.C. ""G. FORTUNATO""",RIONERO IN VULTURE,POTENZA,BASILICATA,5D,LICEO CLASSICO,5D - LICEO CLASSICO,LICEO CLASSICO,PZIS002003,"I.I.S. ""G. FORTUNATO"" RIONERO IN V."
PZPC00202B,"L.C. ""G. FORTUNATO""",RIONERO IN VULTURE,POTENZA,BASILICATA,5L,LICEO CLASSICO,5L - LICEO CLASSICO,LICEO CLASSICO,PZIS002003,"I.I.S. ""G. FORTUNATO"" RIONERO IN V."
PZPC00601N,"L.C. ""N. CARLOMAGNO"" LAURIA",LAURIA,POTENZA,BASILICATA,1A,LICEO CLASSICO,1A - LICEO CLASSICO,LICEO CLASSICO,PZIS00600A,"I.I.S. ""N.MIRAGLIA"" LAURIA"
PZPC00601N,"L.C. ""N. CARLOMAGNO"" LAURIA",LAURIA,POTENZA,BASILICATA,1B,LICEO CLASSICO,1B - LICEO CLASSICO,LICEO CLASSICO,PZIS00600A,"I.I.S. ""N.MIRAGLIA"" LAURIA"
PZPC00601N,"L.C. ""N. CARLOMAGNO"" LAURIA",LAURIA,POTENZA,BASILICATA,2A,LICEO CLASSICO,2A - LICEO CLASSICO,LICEO CLASSICO,PZIS00600A,"I.I.S. ""N.MIRAGLIA"" LAURIA"
PZPC00601N,"L.C. ""N. CARLOMAGNO"" LAURIA",LAURIA,POTENZA,BASILICATA,2B,LICEO CLASSICO,2B - LICEO CLASSICO,LICEO CLASSICO,PZIS00600A,"I.I.S. ""N.MIRAGLIA"" LAURIA"
PZPC00601N,"L.C. ""N. CARLOMAGNO"" LAURIA",LAURIA,POTENZA,BASILICATA,3A,LICEO CLASSICO,3A - LICEO CLASSICO,LICEO CLASSICO,PZIS00600A,"I.I.S. ""N.MIRAGLIA"" LAURIA"
PZPC00601N,"L.C. ""N. CARLOMAGNO"" LAURIA",LAURIA,POTENZA,BASILICATA,3B,LICEO CLASSICO,3B - LICEO CLASSICO,LICEO CLASSICO,PZIS00600A,"I.I.S. ""N.MIRAGLIA"" LAURIA"
PZPC00601N,"L.C. ""N. CARLOMAGNO"" LAURIA",LAURIA,POTENZA,BASILICATA,4A,LICEO CLASSICO,4A - LICEO CLASSICO,LICEO CLASSICO,PZIS00600A,"I.I.S. ""N.MIRAGLIA"" LAURIA"
PZPC00601N,"L.C. ""N. CARLOMAGNO"" LAURIA",LAURIA,POTENZA,BASILICATA,4B,LICEO CLASSICO,4B - LICEO CLASSICO,LICEO CLASSICO,PZIS00600A,"I.I.S. ""N.MIRAGLIA"" LAURIA"
PZPC00601N,"L.C. ""N. CARLOMAGNO"" LAURIA",LAURIA,POTENZA,BASILICATA,5A,LICEO CLASSICO,5A - LICEO CLASSICO,LICEO CLASSICO,PZIS00600A,"I.I.S. ""N.MIRAGLIA"" LAURIA"
PZPC00601N,"L.C. ""N. CARLOMAGNO"" LAURIA",LAURIA,POTENZA,BASILICATA,5B,LICEO CLASSICO,5B - LICEO CLASSICO,LICEO CLASSICO,PZIS00600A,"I.I.S. ""N.MIRAGLIA"" LAURIA"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,1BS,LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,1BS - LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,2A,LICEO CLASSICO,2A - LICEO CLASSICO,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,2AS,LICEO SCIENTIFICO,2AS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,2BS,LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,2BS - LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,3A,LICEO CLASSICO,3A - LICEO CLASSICO,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,3AS,LICEO SCIENTIFICO,3AS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,3BS,LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,3BS - LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,4AS,LICEO SCIENTIFICO,4AS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,4BS,LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,4BS - LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,4CS,LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,4CS - LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,4DS,LICEO SCIENTIFICO,4DS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,5A,LICEO CLASSICO,5A - LICEO CLASSICO,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,5AS,LICEO SCIENTIFICO,5AS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,5BS,LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,5BS - LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC011015,LICEO GIUSEPPE SOLIMENE LAVELLO,LAVELLO,POTENZA,BASILICATA,5CS,LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,5CS - LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATEICATE,LICEO CLASSICO,PZIS01100T,"I.I.S. ""G. SOLIMENE"" LAVELLO"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,1ACL,LICEO CLASSICO,1ACL - LICEO CLASSICO,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,1CSU,LICEO DELLE SCIENZE UMANE,1CSU - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,2ACL,LICEO CLASSICO,2ACL - LICEO CLASSICO,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,2CSU,LICEO DELLE SCIENZE UMANE,2CSU - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,3ACL,LICEO CLASSICO,3ACL - LICEO CLASSICO,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,3CSU,LICEO DELLE SCIENZE UMANE,3CSU - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,3DSU,LICEO DELLE SCIENZE UMANE,3DSU - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,4ACL,LICEO CLASSICO,4ACL - LICEO CLASSICO,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,4CSU,LICEO DELLE SCIENZE UMANE,4CSU - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,4DSU,LICEO DELLE SCIENZE UMANE,4DSU - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,5ACL,LICEO CLASSICO,5ACL - LICEO CLASSICO,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,5CSU,LICEO DELLE SCIENZE UMANE,5CSU - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01801X,"L.C. ""ISABELLA MORRA"" SENISE",SENISE,POTENZA,BASILICATA,5DSU,LICEO DELLE SCIENZE UMANE,5DSU - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01800L,"I.I.S. ""L. SINISGALLI"" SENISE"
PZPC01901Q,LICEO CLASSICO VIGGIANO,VIGGIANO,POTENZA,BASILICATA,1A,LICEO CLASSICO,1A - LICEO CLASSICO,LICEO CLASSICO,PZIS01900C,"I.I.S. ""G. PEANO"" MARSICO NUOVO"
PZPC01901Q,LICEO CLASSICO VIGGIANO,VIGGIANO,POTENZA,BASILICATA,1B,LICEO DELLE SCIENZE UMANE,1B - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01900C,"I.I.S. ""G. PEANO"" MARSICO NUOVO"
PZPC01901Q,LICEO CLASSICO VIGGIANO,VIGGIANO,POTENZA,BASILICATA,2B,LICEO DELLE SCIENZE UMANE,2B - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01900C,"I.I.S. ""G. PEANO"" MARSICO NUOVO"
PZPC01901Q,LICEO CLASSICO VIGGIANO,VIGGIANO,POTENZA,BASILICATA,3A,LICEO CLASSICO,3A - LICEO CLASSICO,LICEO CLASSICO,PZIS01900C,"I.I.S. ""G. PEANO"" MARSICO NUOVO"
PZPC01901Q,LICEO CLASSICO VIGGIANO,VIGGIANO,POTENZA,BASILICATA,3B,LICEO DELLE SCIENZE UMANE,3B - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01900C,"I.I.S. ""G. PEANO"" MARSICO NUOVO"
PZPC01901Q,LICEO CLASSICO VIGGIANO,VIGGIANO,POTENZA,BASILICATA,4A,LICEO CLASSICO,4A - LICEO CLASSICO,LICEO CLASSICO,PZIS01900C,"I.I.S. ""G. PEANO"" MARSICO NUOVO"
PZPC01901Q,LICEO CLASSICO VIGGIANO,VIGGIANO,POTENZA,BASILICATA,4B,LICEO DELLE SCIENZE UMANE,4B - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01900C,"I.I.S. ""G. PEANO"" MARSICO NUOVO"
PZPC01901Q,LICEO CLASSICO VIGGIANO,VIGGIANO,POTENZA,BASILICATA,5A,LICEO CLASSICO,5A - LICEO CLASSICO,LICEO CLASSICO,PZIS01900C,"I.I.S. ""G. PEANO"" MARSICO NUOVO"
PZPC01901Q,LICEO CLASSICO VIGGIANO,VIGGIANO,POTENZA,BASILICATA,5B,LICEO DELLE SCIENZE UMANE,5B - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01900C,"I.I.S. ""G. PEANO"" MARSICO NUOVO"
PZPC01901Q,LICEO CLASSICO VIGGIANO,VIGGIANO,POTENZA,BASILICATA,5C,LICEO DELLE SCIENZE UMANE,5C - LICEO DELLE SCIENZE UMANE,LICEO CLASSICO,PZIS01900C,"I.I.S. ""G. PEANO"" MARSICO NUOVO"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,1AC,LICEO CLASSICO,1AC - LICEO CLASSICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,1AM,LICEO MUSICALE - SEZ. MUSICALE,1AM - LICEO MUSICALE - SEZ. MUSICALE,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,1AS,LICEO SCIENTIFICO,1AS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,1BS,LICEO SCIENTIFICO,1BS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,2AC,LICEO CLASSICO,2AC - LICEO CLASSICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,2AM,LICEO MUSICALE - SEZ. MUSICALE,2AM - LICEO MUSICALE - SEZ. MUSICALE,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,2AS,LICEO SCIENTIFICO,2AS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,2BS,LICEO SCIENTIFICO,2BS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,3AC,LICEO CLASSICO,3AC - LICEO CLASSICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,3AM,LICEO MUSICALE - SEZ. MUSICALE,3AM - LICEO MUSICALE - SEZ. MUSICALE,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,3AS,LICEO SCIENTIFICO,3AS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,3BC,LICEO CLASSICO,3BC - LICEO CLASSICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,3BS,LICEO SCIENTIFICO,3BS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,4AC,LICEO CLASSICO,4AC - LICEO CLASSICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,4AM,LICEO MUSICALE - SEZ. MUSICALE,4AM - LICEO MUSICALE - SEZ. MUSICALE,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,4AS,LICEO SCIENTIFICO,4AS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,4BS,LICEO SCIENTIFICO,4BS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,4CS,LICEO SCIENTIFICO,4CS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,5AC,LICEO CLASSICO,5AC - LICEO CLASSICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,5AM,LICEO MUSICALE - SEZ. MUSICALE,5AM - LICEO MUSICALE - SEZ. MUSICALE,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,5AS,LICEO SCIENTIFICO,5AS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,5BC,LICEO CLASSICO,5BC - LICEO CLASSICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC02102R,"LICEO ""Q. O. FLACCO"" - VENOSA",VENOSA,POTENZA,BASILICATA,5BS,LICEO SCIENTIFICO,5BS - LICEO SCIENTIFICO,LICEO CLASSICO,PZIS02100C,"I.I.S. ""FLACCO-BATTAGLINI"" VENOSA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,1A,LICEO CLASSICO,1A - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,1B,LICEO CLASSICO,1B - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,1C,LICEO CLASSICO,1C - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,1D,LICEO CLASSICO,1D - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,1E,LICEO CLASSICO,1E - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,2A,LICEO CLASSICO,2A - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,2B,LICEO CLASSICO,2B - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,2C,LICEO CLASSICO,2C - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,2D,LICEO CLASSICO,2D - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,2E,LICEO CLASSICO,2E - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,3A,LICEO CLASSICO,3A - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,3B,LICEO CLASSICO,3B - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,3C,LICEO CLASSICO,3C - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,3D,LICEO CLASSICO,3D - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,3E,LICEO CLASSICO,3E - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,4A,LICEO CLASSICO,4A - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA",POTENZA,POTENZA,BASILICATA,4B,LICEO CLASSICO,4B - LICEO CLASSICO,LICEO CLASSICO,PZPC040004,"L.C. ""Q. ORAZIO FLACCO"" POTENZA"
