CODICESCUOLA,DENOMINAZIONESCUOLA,DESCRIZIONECOMUNE,PROVINCIA,REGIONE,CLASSE_KEY,COMBINAZIONE_NORM,CLASSE_DISPLAY,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO
MT1E00100E,,,,,1A,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,1A - 27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,,,
MT1E00100E,,,,,2A,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,2A - 27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,,,
MT1E00100E,,,,,3A,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,3A - 27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,,,
MT1E00100E,,,,,4A,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,4A - 27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,,,
MT1E00100E,,,,,5A,27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,5A - 27 ORE OBBLIGATORIE + 3 ORE OPZIONALI,,,
MTEE808013,S.G.BOSCO - GRASSANO,GRASSANO,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO,1A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808013,S.G.BOSCO - GRASSANO,GRASSANO,MATERA,BASILICATA,1B,27 ORE SETTIMANALI,1B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808013,S.G.BOSCO - GRASSANO,GRASSANO,MATERA,BASILICATA,1C,40 ORE A TEMPO PIENO CON 2 DOCENTI,1C - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808013,S.G.BOSCO - GRASSANO,GRASSANO,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO,2A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808013,S.G.BOSCO - GRASSANO,GRASSANO,MATERA,BASILICATA,2B,27 ORE SETTIMANALI,2B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808013,S.G.BOSCO - GRASSANO,GRASSANO,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO,3A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808013,S.G.BOSCO - GRASSANO,GRASSANO,MATERA,BASILICATA,3B,27 ORE SETTIMANALI,3B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808013,S.G.BOSCO - GRASSANO,GRASSANO,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO,4A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808013,S.G.BOSCO - GRASSANO,GRASSANO,MATERA,BASILICATA,4B,27 ORE SETTIMANALI,4B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808013,S.G.BOSCO - GRASSANO,GRASSANO,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO,5A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808013,S.G.BOSCO - GRASSANO,GRASSANO,MATERA,BASILICATA,5B,27 ORE SETTIMANALI,5B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808035,L.SCHIRONE- GARAGUSO,GARAGUSO,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO,1A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808035,L.SCHIRONE- GARAGUSO,GARAGUSO,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO,2A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808035,L.SCHIRONE- GARAGUSO,GARAGUSO,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO,3A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808035,L.SCHIRONE- GARAGUSO,GARAGUSO,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO,4A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808035,L.SCHIRONE- GARAGUSO,GARAGUSO,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO,5A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808046,"""D.D. GALLUCCI""-MIGLIONICO",MIGLIONICO,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO,1A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808046,"""D.D. GALLUCCI""-MIGLIONICO",MIGLIONICO,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO,2A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808046,"""D.D. GALLUCCI""-MIGLIONICO",MIGLIONICO,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO,3A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808046,"""D.D. GALLUCCI""-MIGLIONICO",MIGLIONICO,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO,4A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808046,"""D.D. GALLUCCI""-MIGLIONICO",MIGLIONICO,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO,5A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808057,GROTTOLE-MIGLIONICO,GROTTOLE,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO,1A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808057,GROTTOLE-MIGLIONICO,GROTTOLE,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO,2A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808057,GROTTOLE-MIGLIONICO,GROTTOLE,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO,3A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808057,GROTTOLE-MIGLIONICO,GROTTOLE,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO,4A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE808057,GROTTOLE-MIGLIONICO,GROTTOLE,MATERA,BASILICATA,5A,27 ORE SETTIMANALI,5A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC808001,I.C. GRASSANO - MIGLIONICO
MTEE810013,P.PIO DA PIETRELCINA-PISTICCI,PISTICCI,MATERA,BASILICATA,1A,27 ORE SETTIMANALI,1A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810013,P.PIO DA PIETRELCINA-PISTICCI,PISTICCI,MATERA,BASILICATA,1B,40 ORE A TEMPO PIENO,1B - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810013,P.PIO DA PIETRELCINA-PISTICCI,PISTICCI,MATERA,BASILICATA,2A,27 ORE SETTIMANALI,2A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810013,P.PIO DA PIETRELCINA-PISTICCI,PISTICCI,MATERA,BASILICATA,2B,27 ORE SETTIMANALI,2B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810013,P.PIO DA PIETRELCINA-PISTICCI,PISTICCI,MATERA,BASILICATA,3A,27 ORE SETTIMANALI,3A - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810013,P.PIO DA PIETRELCINA-PISTICCI,PISTICCI,MATERA,BASILICATA,3B,27 ORE SETTIMANALI,3B - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810013,P.PIO DA PIETRELCINA-PISTICCI,PISTICCI,MATERA,BASILICATA,4A,29 ORE,4A - 29 ORE,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810013,P.PIO DA PIETRELCINA-PISTICCI,PISTICCI,MATERA,BASILICATA,4B,29 ORE,4B - 29 ORE,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810013,P.PIO DA PIETRELCINA-PISTICCI,PISTICCI,MATERA,BASILICATA,5A,29 ORE,5A - 29 ORE,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810013,P.PIO DA PIETRELCINA-PISTICCI,PISTICCI,MATERA,BASILICATA,5B,29 ORE,5B - 29 ORE,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810057,SC. PRIMARIA MONREALE-PISTICCI,PISTICCI,MATERA,BASILICATA,1AM,27 ORE SETTIMANALI,1AM - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810057,SC. PRIMARIA MONREALE-PISTICCI,PISTICCI,MATERA,BASILICATA,1BM,27 ORE SETTIMANALI,1BM - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810057,SC. PRIMARIA MONREALE-PISTICCI,PISTICCI,MATERA,BASILICATA,2AM,27 ORE SETTIMANALI,2AM - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810057,SC. PRIMARIA MONREALE-PISTICCI,PISTICCI,MATERA,BASILICATA,2BM,27 ORE SETTIMANALI,2BM - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810057,SC. PRIMARIA MONREALE-PISTICCI,PISTICCI,MATERA,BASILICATA,2CM,27 ORE SETTIMANALI,2CM - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810057,SC. PRIMARIA MONREALE-PISTICCI,PISTICCI,MATERA,BASILICATA,3AM,27 ORE SETTIMANALI,3AM - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810057,SC. PRIMARIA MONREALE-PISTICCI,PISTICCI,MATERA,BASILICATA,3BM,27 ORE SETTIMANALI,3BM - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810057,SC. PRIMARIA MONREALE-PISTICCI,PISTICCI,MATERA,BASILICATA,4AM,27 ORE SETTIMANALI,4AM - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810057,SC. PRIMARIA MONREALE-PISTICCI,PISTICCI,MATERA,BASILICATA,4BM,27 ORE SETTIMANALI,4BM - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810057,SC. PRIMARIA MONREALE-PISTICCI,PISTICCI,MATERA,BASILICATA,5AM,27 ORE SETTIMANALI,5AM - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810057,SC. PRIMARIA MONREALE-PISTICCI,PISTICCI,MATERA,BASILICATA,5BM,27 ORE SETTIMANALI,5BM - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810068,CRACO- PISTICCI,CRACO,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO CON 2 DOCENTI,1A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810068,CRACO- PISTICCI,CRACO,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO CON 2 DOCENTI,2A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810068,CRACO- PISTICCI,CRACO,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO CON 2 DOCENTI,3A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810068,CRACO- PISTICCI,CRACO,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO CON 2 DOCENTI,4A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810068,CRACO- PISTICCI,CRACO,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO CON 2 DOCENTI,5A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810079,SC. PRIMARIA SG. BOSCO-MARCONIA,PISTICCI,MATERA,BASILICATA,1AS,27 ORE SETTIMANALI,1AS - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810079,SC. PRIMARIA SG. BOSCO-MARCONIA,PISTICCI,MATERA,BASILICATA,1BS,27 ORE SETTIMANALI,1BS - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810079,SC. PRIMARIA SG. BOSCO-MARCONIA,PISTICCI,MATERA,BASILICATA,2AS,27 ORE SETTIMANALI,2AS - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810079,SC. PRIMARIA SG. BOSCO-MARCONIA,PISTICCI,MATERA,BASILICATA,2BS,27 ORE SETTIMANALI,2BS - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810079,SC. PRIMARIA SG. BOSCO-MARCONIA,PISTICCI,MATERA,BASILICATA,3AS,27 ORE SETTIMANALI,3AS - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810079,SC. PRIMARIA SG. BOSCO-MARCONIA,PISTICCI,MATERA,BASILICATA,3BS,27 ORE SETTIMANALI,3BS - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810079,SC. PRIMARIA SG. BOSCO-MARCONIA,PISTICCI,MATERA,BASILICATA,4AS,27 ORE SETTIMANALI,4AS - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810079,SC. PRIMARIA SG. BOSCO-MARCONIA,PISTICCI,MATERA,BASILICATA,4BS,27 ORE SETTIMANALI,4BS - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810079,SC. PRIMARIA SG. BOSCO-MARCONIA,PISTICCI,MATERA,BASILICATA,5AS,27 ORE SETTIMANALI,5AS - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE810079,SC. PRIMARIA SG. BOSCO-MARCONIA,PISTICCI,MATERA,BASILICATA,5BS,27 ORE SETTIMANALI,5BS - 27 ORE SETTIMANALI,SCUOLA PRIMARIA,MTIC810001,I.C PIETRELCINA-FLACCO PISTICCI
MTEE81102X,VIA DELLA VITTORIA-ALIANO,ALIANO,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO CON 2 DOCENTI,1A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE81102X,VIA DELLA VITTORIA-ALIANO,ALIANO,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO CON 2 DOCENTI,2A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE81102X,VIA DELLA VITTORIA-ALIANO,ALIANO,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO CON 2 DOCENTI,3A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE81102X,VIA DELLA VITTORIA-ALIANO,ALIANO,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO CON 2 DOCENTI,4A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE81102X,VIA DELLA VITTORIA-ALIANO,ALIANO,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO CON 2 DOCENTI,5A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811031,VIA BERARDI-STIGLIANO,STIGLIANO,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO CON 2 DOCENTI,1A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811031,VIA BERARDI-STIGLIANO,STIGLIANO,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO CON 2 DOCENTI,2A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811031,VIA BERARDI-STIGLIANO,STIGLIANO,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO CON 2 DOCENTI,3A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811031,VIA BERARDI-STIGLIANO,STIGLIANO,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO CON 2 DOCENTI,4A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811031,VIA BERARDI-STIGLIANO,STIGLIANO,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO CON 2 DOCENTI,5A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811053,VIA FONTANA-GORGOGLIONE,GORGOGLIONE,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO CON 2 DOCENTI,1A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811053,VIA FONTANA-GORGOGLIONE,GORGOGLIONE,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO CON 2 DOCENTI,2A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811053,VIA FONTANA-GORGOGLIONE,GORGOGLIONE,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO CON 2 DOCENTI,3A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811053,VIA FONTANA-GORGOGLIONE,GORGOGLIONE,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO CON 2 DOCENTI,4A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811053,VIA FONTANA-GORGOGLIONE,GORGOGLIONE,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO CON 2 DOCENTI,5A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811064,ALDO MORO-ACCETTURA,ACCETTURA,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO CON 2 DOCENTI,1A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811064,ALDO MORO-ACCETTURA,ACCETTURA,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO CON 2 DOCENTI,2A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811064,ALDO MORO-ACCETTURA,ACCETTURA,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO CON 2 DOCENTI,3A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811064,ALDO MORO-ACCETTURA,ACCETTURA,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO CON 2 DOCENTI,4A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE811064,ALDO MORO-ACCETTURA,ACCETTURA,MATERA,BASILICATA,5A,40 ORE A TEMPO PIENO CON 2 DOCENTI,5A - 40 ORE A TEMPO PIENO CON 2 DOCENTI,SCUOLA PRIMARIA,MTIC81100R,I. OMNICOMPRENSIVO-STIGLIANO
MTEE81701T,LARGO EUROPA-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,1A,CORSO A ORARIO ORDINARIO,1A - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81701T,LARGO EUROPA-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,2A,CORSO A ORARIO ORDINARIO,2A - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81701T,LARGO EUROPA-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,4A,CORSO A ORARIO ORDINARIO,4A - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81701T,LARGO EUROPA-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,5A,CORSO A ORARIO ORDINARIO,5A - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,1A,40 ORE A TEMPO PIENO,1A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,1B,CORSO A ORARIO ORDINARIO,1B - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,1C,CORSO A ORARIO ORDINARIO,1C - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,2A,40 ORE A TEMPO PIENO,2A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,2B,CORSO A ORARIO ORDINARIO,2B - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,2C,CORSO A ORARIO ORDINARIO,2C - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,3A,40 ORE A TEMPO PIENO,3A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,3B,CORSO A ORARIO ORDINARIO,3B - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,3C,CORSO A ORARIO ORDINARIO,3C - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,4A,40 ORE A TEMPO PIENO,4A - 40 ORE A TEMPO PIENO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,4B,CORSO A ORARIO ORDINARIO,4B - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
MTEE81702V,VIALE SIRIS-NOVA SIRI,NOVA SIRI,MATERA,BASILICATA,4C,CORSO A ORARIO ORDINARIO,4C - CORSO A ORARIO ORDINARIO,SCUOLA PRIMARIA,MTIC81700Q,"I.C. ""L. SETTEMBRINI""-NOVA SIRI"
